num,imdb_id,number_of _posters,total_box_office,with_adjusted_box_office,total_label
8486,tt5333612,1,46430,46430,0
8487,tt4914580,20,51948102,51968082,2
8488,tt5973508,3,6851448,6852659,0
8489,tt5571734,3,206211,206211,0
8490,tt1029097,2,31285613,31285613,1
8491,tt5197544,4,1372825,1409143,0
8492,tt5991206,8,1522676,1522676,0
8493,tt5918090,14,70119796,70135920,3
8494,tt1961175,46,58659727,58659727,2
8495,tt4601102,14,9117,9445,0
8496,tt6044910,11,172589252,172618839,8
8497,tt5019884,2,56273,56273,0
8498,tt5923806,5,350308,350308,0
8499,tt5259134,1,94493,94493,0
8500,tt5937296,4,67856,67856,0
8501,tt5146068,4,20762,20762,0
8502,tt1183374,18,10864,10864,0
8503,tt4680568,4,505822,505822,0
8504,tt4971382,1,9450,9450,0
8505,tt4771896,10,2133266,2133266,0
8506,tt2338774,2,609,609,0
8507,tt1661275,25,12276852,12276852,0
8508,tt5533990,2,347,347,0
8509,tt2392830,19,3280158,3280158,0
8510,tt6167646,1,2650000,2650000,0
8511,tt4229298,8,41566,41566,0
8512,tt5096536,17,18554,18554,0
8513,tt1363127,3,9453,10396,0
8514,tt5755912,4,59000,59000,0
8515,tt0039174,1,32668,33595,0
8516,tt5535726,1,22271,23089,0
8517,tt4819510,2,78504,78504,0
8518,tt2504580,5,24922253,24922253,1
8519,tt5959700,9,11422,11422,0
8520,tt5973626,9,57343,57343,0
8521,tt4862468,6,51907563,51907563,2
8523,tt3993350,2,13210,13210,0
8526,tt4714568,7,919415,919415,0
8527,tt5341446,3,23037,23037,0
8528,tt5951704,1,11539,11539,0
8529,tt5820812,3,51111,51111,0
8531,tt0335345,22,622341924,787111427,9
8532,tt3467914,4,752698,752698,0
8533,tt4420704,16,4180491,4180491,0
8534,tt5985820,1,1070609,1070609,0
8535,tt6029366,1,244462,244462,0
8536,tt3847656,3,533860,533860,0
8537,tt4650414,5,1764429,1764429,0
8538,tt5784568,3,248282,248282,0
8539,tt4866320,1,250602,250602,0
8540,tt1010409,2,56594291,56594291,2
8541,tt5347158,1,29500,30588,0
8542,tt5974460,5,1272801,1272801,0
8543,tt4741774,6,38762,38762,0
8545,tt5163286,2,228153,228153,0
8546,tt5028822,1,9244,9580,0
8547,tt6056644,1,54631,54631,0
8548,tt6087086,2,17024,17024,0
8549,tt6419434,1,173986,173986,0
8550,tt4969044,4,270478,270478,0
8551,tt5789664,3,193615,193615,0
8552,tt5929796,3,249751,249751,0
8553,tt6146080,1,580369,580369,0
8554,tt5247720,2,338843,338843,0
8555,tt5213534,8,1477225,1486209,0
8556,tt6048828,1,295292,295292,0
8557,tt1713440,10,2741840,2741840,0
8558,tt6079160,1,137446,137446,0
8559,tt5142216,1,4300,4458,0
8560,tt0068178,4,10110,10110,0
8561,tt4547056,38,2899356,2899356,0
8562,tt6117130,1,256663,256663,0
8563,tt5548032,6,58794,58794,0
8564,tt5333518,1,119,119,0
8565,tt5918028,7,18162275,18168726,0
8566,tt0418832,14,452146,452146,0
8567,tt6450178,1,175952,175952,0
8568,tt6040012,1,1798,1798,0
8569,tt4679210,6,831847,862387,0
8570,tt4159698,1,23986,24497,0
8571,tt3522734,1,112477,112477,0
8572,tt5425144,4,38422651,38422651,1
8573,tt3319730,9,1801905,1801905,0
8574,tt5282006,10,6088454,6088454,0
8575,tt5231812,10,12286,12286,0
8576,tt3827684,4,3755,3893,0
8579,tt5988898,1,21077,21077,0
8580,tt4947710,4,1216646,1216646,0
8581,tt5259496,2,309584,309584,0
8582,tt2355695,1,25287,26219,0
8583,tt3282712,1,106986,110753,0
8584,tt5168192,26,9191320,9191320,0
8585,tt0095652,12,51082,51082,0
8586,tt1967614,6,1658706,1658706,0
8587,tt5952332,4,398,398,0
8588,tt6076366,5,15860,15860,0
8589,tt0781085,1,37658,37658,0
8590,tt5644478,1,5152,5152,0
8591,tt5900208,4,34633,34633,0
8592,tt6100110,2,12938,12938,0
8593,tt6175078,5,52491101,52508357,2
8595,tt0266543,89,936429370,1107239570,9
8596,tt6126294,6,199572,199572,0
8597,tt0313965,1,21028,21028,0
8598,tt0396042,8,2170000,2170000,0
8599,tt4929038,5,87719,87719,0
8600,tt4829436,2,6998219,6998219,0
8601,tt5298180,4,594276,594276,0
8602,tt5031998,2,710134,710134,0
8603,tt3177086,1,20017,20757,0
8604,tt5528996,2,733675,733675,0
8605,tt4632440,16,351147,351147,0
8606,tt6082222,1,537002,537002,0
8607,tt6133048,1,110780,110780,0
8608,tt6098134,1,27105,27105,0
8609,tt3708886,22,697935,697935,0
8610,tt5255284,1,121139,121139,0
8611,tt6239130,3,290749,290749,0
8613,tt5797094,1,4098,4098,0
8614,tt5436158,4,624,624,0
8615,tt4757160,1,494286,494286,0
8616,tt5537614,2,4447,4447,0
8617,tt5186860,3,1141937,1141937,0
8618,tt0758751,2,36923,39280,0
8619,tt5096600,2,129210,129210,0
8620,tt4557512,4,3470,3470,0
8621,tt5628012,2,730536,730536,0
8622,tt0113957,36,372245,372245,0
8623,tt5804038,12,7664759,7664759,0
8624,tt0097770,31,43661,43661,0
8625,tt5934126,1,162806,162806,0
8626,tt6401072,1,17890,17890,0
8627,tt6085308,3,2254982,2254982,0
8628,tt4482938,2,1124958,1124958,0
8629,tt4291700,3,231063,231063,0
8630,tt5220590,2,1109949,1109949,0
8631,tt5245062,1,1262837,1262837,0
8632,tt5816076,2,2246555,2246555,0
8633,tt5176632,1,1602600,1602600,0
8634,tt0080120,36,4050000,4050000,0
8635,tt4857596,10,13880,13880,0
8636,tt5282462,1,2091,2091,0
8637,tt5529120,4,238178,238178,0
8638,tt4874206,11,216902,216902,0
8639,tt6146394,1,546416,546416,0
8640,tt2535654,2,11241,11241,0
8641,tt5458448,3,2560,2560,0
8642,tt6003734,2,706,706,0
8643,tt6126312,2,2179,2179,0
8644,tt5278930,4,219,219,0
8645,tt4771160,1,134069,134069,0
8646,tt5770430,34,7466050,7466050,0
8647,tt4746484,14,402776,402776,0
8649,tt6163356,3,149090,154598,0
8650,tt5980232,3,419497,431621,0
8651,tt5314450,1,20434,20434,0
8652,tt3322892,7,41067,41067,0
8653,tt0037638,6,4059,4059,0
8654,tt5618870,3,16810000,16810000,0
8655,tt6167014,2,25404570,25417744,1
8656,tt5934922,1,4490210,4490210,0
8657,tt5488854,5,1407701,1407701,0
8658,tt6130166,1,138630,143589,0
8659,tt3445580,9,19240,19240,0
8660,tt5946128,6,3376375,3464287,0
8661,tt5108476,2,540296,540296,0
8662,tt6082818,1,1512879,1512879,0
8663,tt5247192,2,339958,339958,0
8664,tt4630550,17,955089,955089,0
8665,tt4072326,7,40486,40486,0
8666,tt5952266,2,105,105,0
8667,tt6680116,1,34249,35512,0
8668,tt0179861,3,5527066,5527066,0
8669,tt5597946,13,65831,65831,0
8670,tt4034208,5,155400,155400,0
8671,tt4671772,1,61293,61293,0
8672,tt5084196,4,102493,102493,0
8673,tt4911876,2,23598,23598,0
8674,tt6088634,4,30107,30107,0
8675,tt1480285,12,470988,470988,0
8676,tt4633662,2,6332,6566,0
8677,tt3771536,13,258256,258256,0
8678,tt5029602,9,13075000,13075000,0
8679,tt5251328,12,17472599,17472599,0
8680,tt5556784,2,90544,90544,0
8681,tt5525310,2,10656,11033,0
8682,tt5359624,1,7790,7790,0
8683,tt3663020,1,46006,46006,0
8684,tt5876318,4,1509967,1509967,0
8685,tt5985288,1,3962581,3962581,0
8686,tt5263116,6,4141584,4141584,0
8687,tt3228088,24,574776,574776,0
8688,tt5317228,2,110832,110832,0
8689,tt4875456,1,3016,3122,0
8690,tt4958468,1,6101504,6101504,0
8691,tt6449696,3,314954,314954,0
8692,tt0058898,14,43729,48007,0
8693,tt0185673,3,830000,830000,0
8694,tt6113488,11,17966760,17966760,0
8695,tt1725969,6,111301,111301,0
8696,tt4528454,1,38955,38955,0
8697,tt4846318,7,3668,3668,0
8698,tt4871018,2,95,95,0
8699,tt5363736,3,72,72,0
8700,tt4944596,9,1486604,1486604,0
8701,tt6449820,1,7714,7714,0
8702,tt5545674,1,13037,13037,0
8703,tt4805316,12,9922,9922,0
8704,tt5471480,5,8041,8296,0
8705,tt5526456,3,3843735,3843735,0
8706,tt6389310,1,930000,930000,0
8707,tt5297256,26,136353,136353,0
8708,tt5186236,8,53240,53240,0
8709,tt1710417,11,1404943,1404943,0
8710,tt2718028,2,1816401,1816401,0
8711,tt0103064,86,11342753,11342753,0
8712,tt6266984,2,610962,610962,0
8713,tt1668016,3,92906,92906,0
8714,tt6085482,4,595388,595388,0
8715,tt6141468,2,98714,98714,0
8716,tt5324004,2,477364,477364,0
8717,tt5089786,5,2088883,2088883,0
8718,tt5783124,1,26887,26887,0
8719,tt2634548,1,2202,2202,0
8720,tt3458118,1,4664,4835,0
8721,tt6158604,1,6629,6629,0
8722,tt3533338,1,2858,2858,0
8723,tt5936692,7,39175,39175,0
8724,tt1691152,6,282042,282042,0
8725,tt5433520,6,2242471,2242471,0
8726,tt5156746,2,171416,171416,0
8727,tt5317914,6,43383,43383,0
8728,tt4439784,3,9392,9392,0
8729,tt6186738,5,116162,116162,0
8730,tt6237224,2,1551052,1551052,0
8731,tt5358714,2,1180500,1180500,0
8732,tt6229652,1,639000,639000,0
8733,tt5370358,1,10462,10462,0
8735,tt6016710,1,1728954,1728954,0
8736,tt4746506,11,1349641,1349641,0
8737,tt6107852,3,51950,51950,0
8738,tt2401585,4,79892,79892,0
8739,tt5058340,11,11774689,11774689,0
8740,tt2137241,2,157806,161456,0
8741,tt3844876,12,92300,92300,0
8742,tt2990126,8,307,307,0
8743,tt5297140,2,20853,20853,0
8744,tt5893480,1,16129,16129,0
8745,tt5074352,14,291438236,291779525,9
8746,tt6348136,1,2770,2770,0
8747,tt4558396,8,396183,396183,0
8748,tt6447766,1,36253,36253,0
8749,tt4562518,11,935632,935632,0
8750,tt4811564,1,102417,102417,0
8751,tt3564574,14,51288,51288,0
8752,tt5907916,5,166089,166089,0
8753,tt5500148,7,15300000,15300000,0
8754,tt4787478,5,2100000,2100000,0
8757,tt5717110,1,32870,32870,0
8758,tt5755796,2,66140,66140,0
8759,tt6258486,3,18855,18855,0
8760,tt1182615,1,7770,8044,0
8761,tt4305148,4,10545,10545,0
8762,tt5712152,2,265505,265505,0
8763,tt6204874,1,1365676,1365676,0
8764,tt5719222,1,2549493,2549493,0
8765,tt5207204,7,6010164,6010164,0
8766,tt1724970,27,575876,575876,0
8767,tt5269396,13,14668518,14671309,0
8768,tt5513260,20,781285,781285,0
8770,tt6129232,2,1135383,1135383,0
8772,tt4532818,5,34630,34630,0
8773,tt6236404,3,1185,1185,0
8774,tt5333110,11,184271,184271,0
8775,tt5311514,32,342883372,342883372,9
8776,tt6448498,1,22114,22114,0
8777,tt5247544,9,262709,262709,0
8778,tt5677406,1,2850,2850,0
8779,tt6129730,3,178812,178812,0
8780,tt6302160,8,33149995,33149995,1
8781,tt0130018,28,380786,380786,0
8782,tt0119505,2,31500,31500,0
8783,tt6446772,1,750000,750000,0
8784,tt2182095,11,20392339,20394252,1
8785,tt5477608,3,514172,527140,0
8786,tt5320518,2,1692602,1692602,0
8787,tt4729990,3,5902,6118,0
8789,tt6192878,2,359546,359546,0
8790,tt4901798,1,6299391,6299391,0
8791,tt6273998,2,4282410,4282410,0
8792,tt6281650,3,2232120,2232120,0
8793,tt6284414,11,2034408,2034408,0
8794,tt5129510,6,90861,90861,0
8795,tt5822414,1,60411,60411,0
8796,tt5974388,8,893882,893882,0
8797,tt2411144,11,1198038,1198038,0
8798,tt5129674,2,91756,91756,0
8799,tt6059142,4,21350,21350,0
8800,tt5026204,1,16796,16796,0
8801,tt6268114,4,13112,13112,0
8802,tt4900708,8,3435,3435,0
8803,tt5821424,3,2480,2480,0
8804,tt5998104,4,4116,4116,0
8805,tt5927954,1,947,947,0
8806,tt0249617,1,2688,2688,0
8807,tt5390430,1,1940,1940,0
8808,tt5698568,10,1995045,1995045,0
8809,tt5341098,2,110206,110206,0
8810,tt3564122,1,6112,6112,0
8811,tt4010862,2,21106,21106,0
8812,tt5226378,3,1604289,1604289,0
8813,tt4291600,24,4178262,4178262,0
8814,tt5195412,15,747047,747047,0
8815,tt5769238,1,8446,8446,0
8816,tt5187816,2,8550000,8550000,0
8817,tt5665040,3,18382111,18382111,0
8818,tt5270810,5,3432397,3432397,0
8819,tt4680196,14,49053,49053,0
8820,tt4843762,1,253990,253990,0
8821,tt5974052,1,3018782,3018782,0
8822,tt6212346,3,901995,901995,0
8824,tt6286666,4,23611,23611,0
8825,tt5463370,1,326,326,0
8826,tt3174842,2,5668,5668,0
8827,tt5144744,1,14402,14402,0
8828,tt6215910,2,5705205,5705205,0
8829,tt5830248,2,28187,28187,0
8830,tt4625334,4,15643,16218,0
8831,tt5278458,2,6226,6333,0
8832,tt5218346,4,2474160,2474160,0
8833,tt6317052,4,48506,48506,0
8834,tt5635086,9,1796546,1796546,0
8835,tt5730150,4,3796622,3796622,0
8837,tt5589768,2,8040606,8040606,0
8838,tt5827896,3,2731079,2731079,0
8839,tt1905040,23,2403,2403,0
8840,tt3124210,1,617,617,0
8841,tt6271110,3,40081,40081,0
8842,tt6334740,1,261517,261517,0
8843,tt5598764,6,6875,6875,0
8844,tt5764024,4,3250846,3250846,0
8845,tt4499228,1,2763,2763,0
8846,tt5756188,2,55480,55480,0
8848,tt5674842,4,10739182,10739182,0
8850,tt5234510,3,134672,134672,0
8851,tt5154310,3,94613,94613,0
8852,tt5121548,1,12592,12592,0
8853,tt0064620,1,5969,5969,0
8854,tt5537228,7,6491385,6491385,0
8855,tt5662990,2,2037,2037,0
8856,tt5952382,3,113279,113279,0
8857,tt4820284,4,312777,312777,0
8858,tt5265960,7,57773,57773,0
8859,tt3794028,22,511892,511892,0
8862,tt3692652,10,316649,316649,0
8863,tt7297956,1,362,362,0
8864,tt0256422,1,6719,6719,0
8865,tt5279204,1,68618,68618,0
8866,tt6419442,1,2050000,2050000,0
8867,tt6448192,7,560000,560000,0
8869,tt4673790,3,20333,20333,0
8870,tt6085872,2,7259767,7259767,0
8871,tt6095722,2,4562806,4562806,0
8872,tt6281538,3,3138098,3138098,0
8873,tt5112054,1,628766,628766,0
8874,tt5050904,2,1951045,1951045,0
8877,tt4943322,10,397852,397852,0
8878,tt5625152,1,46778,46778,0
8879,tt4944658,4,389628,389628,0
8880,tt6282116,1,468647,468647,0
8881,tt4373956,3,35511,35511,0
8882,tt4715652,8,22754,22754,0
8883,tt5104604,21,8357822,8357822,0
8884,tt5419742,5,5454,5454,0
8885,tt0325980,129,634954103,783861063,9
8886,tt6385842,4,21174,21174,0
8887,tt5662288,1,343078,343078,0
8888,tt5840988,2,12760071,12760071,0
8889,tt6011884,3,2566594,2566594,0
8890,tt6298908,3,5235,5235,0
8891,tt3121722,3,303959,303959,0
8892,tt5078204,32,32807028,32807028,1
8893,tt2402565,1,69170000,69170000,3
8894,tt0053291,91,95318745,95318745,4
8895,tt5878952,2,492507,492507,0
8896,tt6287174,1,18337,18337,0
8897,tt6289394,1,1775803,1775803,0
8898,tt5095472,1,1172,1172,0
8899,tt4322510,1,14807,14807,0
8900,tt4682708,9,8438,8438,0
8901,tt4242100,5,4252,4252,0
8902,tt6346162,2,192651,192651,0
8903,tt0115940,7,198791,218222,0
8904,tt5362988,41,40352966,40352969,2
8906,tt3567194,8,6008925,6008925,0
8909,tt3868240,5,1557335,1557335,0
8910,tt4685554,13,8616514,8616514,0
8911,tt5241356,1,6142,6142,0
8912,tt4191702,15,5725235,5725235,0
8913,tt4429194,18,8927441,8927441,0
8914,tt3405236,8,5429008,5429008,0
8915,tt6152908,2,108878601,108878601,5
8916,tt6256468,1,234055,234055,0
8917,tt0042040,10,659871,659871,0
8918,tt5804946,3,58786,58786,0
8919,tt5726616,33,38831506,38831506,1
8920,tt5158522,10,118421,118421,0
8922,tt2290553,23,4732232,4732232,0
8923,tt4993964,15,583616,583616,0
8924,tt5925968,3,51341,51341,0
8925,tt4662420,19,33483,33483,0
8927,tt5462326,7,65302,65302,0
8928,tt6464252,1,4770000,4770000,0
8929,tt6605830,2,2030000,2030000,0
8930,tt4884914,2,160000,160000,0
8932,tt5953674,2,3193629,3193629,0
8933,tt4451458,7,72361,72361,0
8934,tt2800340,16,371968,371968,0
8935,tt2589076,3,2362,2362,0
8936,tt4276148,1,1169,1169,0
8940,tt5203824,2,855,855,0
8941,tt5910350,1,8948254,8948254,0
8942,tt6201292,4,431722,431722,0
8943,tt6054058,3,43852,43852,0
8944,tt3335606,19,397788,397788,0
8949,tt4857264,18,29836005,29836005,1
8950,tt5606268,3,50292,50292,0
8951,tt5350800,3,5937,5937,0
8952,tt5070130,4,25554,25554,0
8954,tt1107850,2,4419,4844,0
8955,tt3610746,11,308642,308642,0
8957,tt6437820,1,17880000,17880000,0
8958,tt6857250,1,75984801,75984801,3
8959,tt5606538,10,56450663,56450663,2
8960,tt6126428,2,1153239,1153239,0
8961,tt3845892,1,393087,393087,0
8962,tt5832544,3,7346,7346,0
8963,tt5029208,2,386319,386319,0
8964,tt0234215,50,738576929,875851861,9
8965,tt4074928,10,124852,124852,0
8966,tt3455830,1,5392,5392,0
8967,tt5843670,10,18565,18565,0
8968,tt5460276,5,600441,600441,0
8969,tt5323640,4,45221,45221,0
8970,tt4217392,15,254569616,254569616,9
8971,tt0315327,40,484468608,602802381,9
8972,tt4513316,12,580346,580346,0
8973,tt2674454,25,6402580,6402580,0
8974,tt6333066,2,22554,22554,0
8975,tt5467852,4,6355093,6355093,0
8976,tt6271264,3,2813,2813,0
8977,tt6137734,7,10984866,10984866,0
8978,tt0475669,1,4859147,4859147,0
8979,tt3568804,7,450448,450448,0
8980,tt6421366,2,34446,34446,0
8981,tt6054758,3,12142,12142,0
8982,tt6313158,1,5595324,5595324,0
8983,tt6542176,1,12123,12123,0
8984,tt5842022,1,26778,26778,0
8985,tt4603104,1,4855,4855,0
8986,tt4976628,2,355,355,0
8987,tt6289452,1,1113494,1113494,0
8988,tt5371266,1,3789,3789,0
8989,tt5066598,3,1164667,1164667,0
8990,tt6857332,1,2776936,2776936,0
8991,tt3424690,6,39807,39807,0
8992,tt0290334,52,406875536,511676876,9
8994,tt3954660,9,10715,10715,0
8995,tt5157886,1,13618,13618,0
8996,tt4731148,17,18470897,18470897,0
8998,tt5319866,4,1687000,1687000,0
9000,tt6333086,3,1829612,1829612,0
9001,tt4170344,5,97711,97711,0
9003,tt4789160,2,50454,50454,0
9004,tt3829276,1,1547909,1547909,0
9005,tt5038372,8,380763,380763,0
9006,tt5638642,5,1056376,1056376,0
9007,tt6333058,4,96507,96507,0
9008,tt2396589,15,50329,50329,0
9010,tt5736290,1,113350,113350,0
9011,tt4142090,1,7955,7955,0
9012,tt6266218,2,2077,2077,0
9013,tt4728386,7,44186,44186,0
9015,tt4211312,7,2912,2912,0
9016,tt6042446,2,2140493,2140493,0
9017,tt5286268,12,571573,571573,0
9018,tt5935072,5,4046,4046,0
9019,tt6277440,3,23888579,23888580,1
9020,tt5992138,5,14810000,14810000,0
9021,tt6461526,4,2260000,2260000,0
9022,tt5954304,4,803043,803043,0
9023,tt5736696,17,36360000,36360000,1
9024,tt5851692,3,18015,18015,0
9025,tt5816374,5,248370,248370,0
9029,tt6340112,7,56760,56760,0
9030,tt4834220,2,801623,801623,0
9032,tt6296236,2,8695,8695,0
9033,tt5160928,15,10890,10890,0
9034,tt5538568,3,68883,68883,0
9035,tt6399158,7,18755496,18755496,0
9036,tt5173032,6,73121,73121,0
9038,tt3699354,3,346224,346224,0
9039,tt6265828,12,1939199,1939199,0
9040,tt5897288,5,3446650,3446650,0
9041,tt5154288,8,94100,94100,0
9042,tt5982852,2,25461514,25461516,1
9043,tt5637542,3,1588168,1588168,0
9044,tt6731636,6,16781837,16781837,0
9045,tt5639354,17,2783443,2783443,0
9046,tt6263828,2,215285,215285,0
9048,tt6507954,2,2837748,2837748,0
9049,tt6333070,9,43256,43256,0
9050,tt5680678,3,11610,11610,0
9051,tt5464234,11,23316,36713,0
9052,tt6573444,4,1249760,1249760,0
9054,tt5475022,2,87550,87550,0
9056,tt5159414,24,1661840,1661840,0
9057,tt5502766,3,3649641,3649642,0
9058,tt6574272,4,3600146,3600146,0
9059,tt6315750,3,16133545,16133545,0
9062,tt5140182,3,12795,12795,0
9063,tt5514372,1,11314,11314,0
9064,tt5061564,3,4770,4770,0
9065,tt4998772,14,402787,402787,0
9067,tt4686844,24,12374042,12482401,0
9068,tt5893264,12,946013,946013,0
9069,tt5592444,1,1716,1716,0
9070,tt5119264,4,147780,147780,0
9071,tt4818804,5,187558,187558,0
9072,tt5787384,5,205212,205212,0
9074,tt6864496,1,271015,271015,0
9075,tt4771932,8,16738,16738,0
9076,tt6409666,1,1034764,1034764,0
9077,tt5351818,7,3600000,3600000,0
9078,tt6439558,1,24384831,24384831,1
9079,tt5657028,15,27175000,27175000,1
9080,tt3409848,7,48359,48359,0
9081,tt4442604,4,61406,61406,0
9086,tt6299040,5,54644,54644,0
9087,tt5860084,3,5100,5100,0
9088,tt6197028,4,32050,32050,0
9089,tt5370442,1,5381,5381,0
9090,tt6160504,4,1515,1515,0
9091,tt5161058,3,4700185,4700185,0
9092,tt5776208,18,191408,191408,0
9093,tt0079820,8,25950,27924,0
9094,tt3278224,2,2739,2739,0
9095,tt4299300,9,536129,536129,0
9096,tt1778258,6,9190000,9190000,0
9097,tt6518634,4,8570000,8570000,0
9098,tt6340296,1,4431189,4431189,0
9099,tt5952468,2,125227,125227,0
9100,tt4356480,6,5939347,5939347,0
9101,tt5011242,5,56386,56386,0
9103,tt5959952,3,16405,16405,0
9105,tt5590718,4,11909,11909,0
9107,tt6097918,8,3330,3330,0
9108,tt6476532,1,35335,35335,0
9109,tt0319343,23,220236410,304668549,9
9113,tt3296156,2,1787422,1787422,0
9114,tt5345806,1,1145703,1145703,0
9115,tt6197094,2,4082841,4082841,0
9116,tt5495726,2,334708,334708,0
9119,tt4600952,31,8878676,8878676,0
9120,tt6569546,5,720090,720090,0
9121,tt7351178,5,507960,507960,0
9122,tt6544850,4,79431,79431,0
9123,tt5995448,1,115185,115185,0
9124,tt5790492,6,11202953,11202953,0
9125,tt4514646,2,97787,97787,0
9126,tt6599340,9,8849149,8849149,0
9127,tt6830780,8,660472,660472,0
9128,tt5466576,3,111195,111195,0
9129,tt0181852,64,9710,9710,0
9130,tt4613254,4,5304,5304,0
9131,tt6599064,6,55482,55672,0
9132,tt5039088,9,28450,28450,0
9133,tt3044562,1,18288,18288,0
9134,tt0420293,14,21522551,21522551,1
9135,tt4633340,1,8303,8303,0
9136,tt5843990,7,3906,3906,0
9138,tt6794464,3,8679,8679,0
9139,tt5112578,8,33109,33109,0
9140,tt4715356,5,3040,3040,0
9141,tt5490310,1,1899787,1899787,0
9142,tt6333056,4,200431,200431,0
9143,tt3844638,2,248431,248431,0
9144,tt5927352,5,3393005,3393005,0
9145,tt6373590,2,1041598,1041598,0
9146,tt6536312,2,212112,212112,0
9147,tt3026488,19,1155266,1155266,0
9148,tt5954088,1,22209,22209,0
9149,tt4977530,19,10783421,10783421,0
9150,tt6608386,1,122646,122646,0
9151,tt6602928,2,1633205,1633205,0
9153,tt4924942,10,3954408,3954408,0
9154,tt3823116,27,7982629,7982629,0
9155,tt6593532,1,7048,7048,0
9156,tt5091014,8,1924190,1924190,0
9157,tt5973364,3,29258,29258,0
9158,tt4446472,6,68518,68518,0
9159,tt4637878,4,36838,36838,0
9160,tt1610525,16,369123,369123,0
9162,tt1673702,14,200663,200663,0
9163,tt4138020,2,512,512,0
9164,tt5737862,4,940854,940854,0
9166,tt4866448,5,6596,6596,0
9167,tt6545250,1,251057,251057,0
9168,tt2610248,1,55679,55679,0
9169,tt4895668,1,257552,257552,0
